transformador_id,lat,lon,region,densidad_poblacional,temperatura_actual,dias_desde_mantenimiento,antiguedad_anios,capacidad_kva,hogares_estimados,carga_estimada_kw,porcentaje_carga,fallas_ultimos_12_meses,riesgo_score_simulado,riesgo_clase,requiere_revision,riesgo_predicho,probabilidad_alto,probabilidad_bajo,probabilidad_medio,probabilidad_maxima
TR-00916,-34.8471034445708,-58.4878938455717,Provincia,500.0,39.9,194,20,250,51,116.3,0.506,1,0.392,Medio,1,Bajo,0.0779,0.5372,0.3849,0.5372
TR-00917,-34.780330032595,-58.3186962479253,Provincia,5352.0,38.7,232,14,630,96,135.6,0.234,1,0.312,Bajo,0,Bajo,0.0117,0.6674,0.321,0.6674
TR-00918,-34.6981125779302,-58.2436228422647,Provincia,10276.0,39.6,332,25,500,102,209.9,0.456,1,0.427,Medio,1,Medio,0.0418,0.0423,0.9159,0.9159
TR-00919,-34.6613310136563,-58.3262003813791,CABA,19272.0,31.2,164,6,160,290,217.9,1.48,1,0.309,Bajo,0,Medio,0.2616,0.2403,0.4981,0.4981
TR-00920,-34.7607430077398,-58.2541789265301,Provincia,2801.0,36.6,348,4,315,73,129.3,0.446,2,0.362,Medio,1,Medio,0.1541,0.042,0.8039,0.8039
TR-00921,-34.7471417815829,-58.1941859831179,Provincia,3919.0,31.4,289,10,400,46,44.1,0.12,1,0.291,Bajo,0,Bajo,0.0288,0.8389,0.1323,0.8389
TR-00922,-34.9531614700223,-58.6960118485853,Provincia,10281.0,34.4,252,4,315,132,192.4,0.664,1,0.297,Bajo,0,Bajo,0.0509,0.6322,0.317,0.6322
TR-00923,-34.6992676596226,-58.4577768544307,CABA,14917.0,30.4,128,4,250,212,217.3,0.945,2,0.252,Bajo,0,Bajo,0.0782,0.6364,0.2855,0.6364
TR-00924,-34.8622562595472,-58.4203489433978,Provincia,10587.0,31.6,188,18,250,172,270.6,1.177,0,0.259,Bajo,0,Medio,0.1608,0.3523,0.4869,0.4869
TR-00925,-34.7223143529921,-58.2881927514478,Provincia,7035.0,31.5,262,14,160,101,190.3,1.293,3,0.44,Alto,1,Alto,0.7561,0.043,0.2009,0.7561
TR-00926,-34.9391664470955,-58.2061582490891,Provincia,3623.0,36.6,231,11,250,93,122.2,0.531,0,0.266,Bajo,0,Bajo,0.0528,0.6786,0.2686,0.6786
TR-00927,-34.7372575426199,-58.2772544917821,Provincia,5451.0,36.3,632,11,315,49,85.4,0.295,2,0.435,Medio,1,Medio,0.0752,0.054,0.8709,0.8709
TR-00928,-34.8345036627759,-58.4082202815911,Provincia,4148.0,34.6,279,10,630,52,61.2,0.106,1,0.209,Bajo,0,Bajo,0.0087,0.8427,0.1487,0.8427
TR-00929,-34.8188558193065,-58.419639045312,Provincia,9799.0,29.4,80,26,400,94,132.1,0.359,1,0.25,Bajo,0,Bajo,0.009,0.8812,0.1098,0.8812
TR-00930,-34.7512722355122,-58.2677082092435,Provincia,9397.0,32.7,202,9,400,118,173.4,0.471,2,0.261,Bajo,0,Bajo,0.0476,0.7204,0.232,0.7204
TR-00931,-34.8391675844114,-58.2358735123651,Provincia,2043.0,31.3,219,5,500,91,103.4,0.225,0,0.172,Bajo,0,Bajo,0.008,0.9606,0.0314,0.9606
TR-00932,-34.6918093201703,-58.294730983367,Provincia,5989.0,36.5,369,20,400,152,221.3,0.601,1,0.38,Medio,1,Medio,0.1335,0.0541,0.8123,0.8123
TR-00933,-34.7259316192696,-58.2908695137069,Provincia,4610.0,37.5,295,12,250,90,145.2,0.631,2,0.467,Medio,1,Medio,0.0951,0.1742,0.7307,0.7307
TR-00934,-34.8385672071647,-58.4627003493571,Provincia,11081.0,37.1,288,28,315,145,285.2,0.984,0,0.414,Alto,1,Alto,0.93,0.0218,0.0483,0.93
TR-00935,-34.8360137195716,-58.4071037157782,Provincia,3150.0,31.3,444,10,315,61,88.5,0.305,2,0.385,Medio,1,Medio,0.0772,0.0881,0.8347,0.8347
TR-00936,-34.6673693253284,-58.3190907555845,Provincia,12013.0,24.9,515,20,400,184,264.3,0.718,0,0.266,Medio,1,Medio,0.055,0.1099,0.835,0.835
TR-00937,-34.6631921892306,-58.3393012632319,CABA,10472.0,28.8,109,22,400,115,163.1,0.443,0,0.234,Bajo,0,Bajo,0.0049,0.8961,0.099,0.8961
TR-00938,-34.9186375863651,-58.6902762875887,Provincia,3714.0,38.2,210,10,315,59,93.1,0.321,0,0.276,Bajo,0,Bajo,0.068,0.7695,0.1625,0.7695
TR-00939,-34.8433342337601,-58.4930992527616,Provincia,5168.0,32.4,213,9,400,126,122.4,0.333,0,0.219,Bajo,0,Bajo,0.001,0.954,0.045,0.954
TR-00940,-34.8407305610001,-58.4973257203785,Provincia,4795.0,31.3,34,19,1000,60,74.6,0.081,0,0.196,Bajo,0,Bajo,0.0021,0.9304,0.0675,0.9304
TR-00941,-34.672787230211,-58.312207514302,Provincia,3376.0,39.0,418,18,315,50,120.3,0.415,0,0.404,Medio,1,Medio,0.0304,0.0574,0.9121,0.9121
TR-00942,-34.8277874495643,-58.4186376309821,Provincia,7484.0,37.7,212,4,400,118,176.6,0.48,1,0.334,Medio,1,Bajo,0.0379,0.6182,0.3439,0.6182
TR-00943,-34.8260195739113,-58.4951096033548,Provincia,3516.0,33.8,244,6,400,78,108.0,0.293,1,0.245,Bajo,0,Bajo,0.0169,0.9276,0.0554,0.9276
TR-00944,-34.8072751227067,-58.4075275583697,Provincia,659.0,32.8,200,1,500,21,34.3,0.075,0,0.153,Bajo,0,Bajo,0.0198,0.9052,0.075,0.9052
TR-00945,-34.933627353949,-58.5893691496682,Provincia,6061.0,33.3,146,18,500,103,221.3,0.481,0,0.284,Bajo,0,Bajo,0.0102,0.8699,0.1199,0.8699
TR-00946,-34.6647020962366,-58.3393711349458,CABA,13255.0,35.2,99,12,500,202,282.4,0.614,1,0.342,Medio,1,Medio,0.0463,0.3396,0.6141,0.6141
TR-00947,-34.8210654897633,-58.2837878464897,Provincia,4944.0,38.8,244,13,250,137,253.6,1.103,1,0.408,Alto,1,Alto,0.9569,0.0052,0.0378,0.9569
TR-00948,-34.8115287327771,-58.4161235099952,Provincia,4473.0,35.1,473,2,400,79,105.1,0.286,1,0.286,Medio,1,Medio,0.0031,0.0931,0.9038,0.9038
TR-00949,-34.8150652160832,-58.1987256090658,Provincia,4586.0,36.0,214,6,630,83,126.3,0.218,0,0.202,Bajo,0,Bajo,0.0243,0.8754,0.1004,0.8754
TR-00950,-34.8322086024511,-58.4398476027649,Provincia,13203.0,37.4,184,11,315,224,405.4,1.399,1,0.453,Alto,1,Alto,0.9878,0.0019,0.0103,0.9878
TR-00951,-34.6694097429155,-58.3391806960941,CABA,8468.0,30.8,260,9,1000,116,126.9,0.138,0,0.142,Bajo,0,Bajo,0.0071,0.931,0.0619,0.931
TR-00952,-34.7588975487289,-58.2730875629615,Provincia,7936.0,36.1,395,15,315,90,152.9,0.528,0,0.361,Medio,1,Medio,0.0323,0.0622,0.9056,0.9056
TR-00953,-34.6711004648133,-58.3366033430236,CABA,16171.0,33.6,123,18,400,228,380.5,1.034,2,0.397,Medio,1,Medio,0.2485,0.2411,0.5104,0.5104
TR-00954,-34.7645129636305,-58.3289378911239,Provincia,5238.0,25.6,230,30,400,118,169.6,0.461,1,0.211,Bajo,0,Bajo,0.0071,0.8441,0.1488,0.8441
TR-00955,-34.8326775151452,-58.4327797306064,Provincia,7846.0,26.9,345,14,400,131,179.0,0.486,0,0.248,Medio,1,Medio,0.0009,0.1224,0.8766,0.8766
TR-00956,-34.8343681190543,-58.2542211904491,Provincia,4126.0,30.4,193,22,630,76,111.7,0.193,0,0.146,Bajo,0,Bajo,0.0001,0.9656,0.0343,0.9656
TR-00957,-34.9248706313175,-58.6505525056885,Provincia,9924.0,35.4,260,8,250,111,161.1,0.7,0,0.351,Medio,1,Bajo,0.0811,0.4617,0.4573,0.4617
TR-00958,-34.6966555308089,-58.4554980069847,CABA,22350.0,34.9,218,2,400,294,495.4,1.346,1,0.379,Medio,1,Medio,0.3158,0.1271,0.5571,0.5571
TR-00959,-34.8487628046884,-58.4076814336611,Provincia,6341.0,34.3,204,12,400,135,165.7,0.45,1,0.215,Bajo,0,Bajo,0.0183,0.8117,0.17,0.8117
TR-00960,-34.7514331292213,-58.2665368438601,Provincia,5442.0,39.9,265,3,630,63,103.6,0.179,1,0.377,Medio,1,Medio,0.0139,0.3298,0.6562,0.6562
TR-00961,-34.8274243706191,-58.3815356679923,Provincia,7693.0,29.6,144,14,400,114,100.6,0.273,0,0.196,Bajo,0,Bajo,0.0,0.9809,0.0191,0.9809
TR-00962,-34.8188529965747,-58.368542566331,Provincia,5279.0,33.6,380,9,1000,82,95.0,0.103,0,0.219,Medio,1,Medio,0.0017,0.1044,0.894,0.894
TR-00963,-34.8345145211614,-58.2134210926614,Provincia,6387.0,34.7,205,1,630,88,138.7,0.239,0,0.169,Bajo,0,Bajo,0.0079,0.9064,0.0857,0.9064
TR-00964,-34.8190902904523,-58.4105842841365,Provincia,6492.0,31.3,372,26,315,112,152.5,0.526,0,0.24,Medio,1,Medio,0.0733,0.063,0.8637,0.8637
TR-00965,-34.6649288468192,-58.3221908238616,CABA,14375.0,34.6,421,10,630,211,330.5,0.57,1,0.431,Medio,1,Medio,0.1119,0.0899,0.7982,0.7982
TR-00966,-34.7439408320945,-58.2666180029545,Provincia,8655.0,28.6,204,3,800,143,228.1,0.31,1,0.141,Bajo,0,Bajo,0.0071,0.7923,0.2006,0.7923
TR-00967,-34.8416566623558,-58.504350166298,Provincia,7915.0,38.2,144,20,315,99,140.2,0.484,1,0.308,Bajo,0,Bajo,0.0415,0.5731,0.3854,0.5731
TR-00968,-34.8010708752868,-58.4086237350823,Provincia,6934.0,31.5,141,9,400,70,90.9,0.247,0,0.179,Bajo,0,Bajo,0.0028,0.9815,0.0157,0.9815
TR-00969,-34.9242980288234,-58.5130009757857,Provincia,5909.0,40.2,170,22,315,106,208.6,0.72,0,0.32,Medio,1,Medio,0.0842,0.2497,0.6661,0.6661
TR-00970,-34.8296812045178,-58.388733470003,Provincia,9590.0,33.6,161,9,500,131,154.4,0.336,0,0.177,Bajo,0,Bajo,0.0025,0.9573,0.0402,0.9573
TR-00971,-34.8309878561364,-58.4374146371126,Provincia,6492.0,37.0,145,10,250,152,274.5,1.193,2,0.458,Alto,1,Alto,0.9626,0.0064,0.031,0.9626
TR-00972,-34.764152302999,-58.1718446007272,Provincia,6280.0,33.5,252,16,500,151,245.4,0.533,1,0.324,Medio,1,Bajo,0.0432,0.5465,0.4103,0.5465
TR-00973,-34.8296881731415,-58.1989953564816,Provincia,7514.0,33.6,326,18,400,168,232.0,0.63,1,0.328,Medio,1,Medio,0.0309,0.0556,0.9135,0.9135
TR-00974,-34.7586277381764,-58.2722557703182,Provincia,12290.0,31.8,334,19,400,152,207.3,0.563,1,0.316,Medio,1,Medio,0.0121,0.0608,0.9271,0.9271
TR-00975,-34.7381371281823,-58.2200729288374,Provincia,3179.0,34.1,101,13,160,81,106.8,0.726,1,0.28,Bajo,0,Bajo,0.0437,0.6591,0.2972,0.6591
TR-00976,-34.8402167000006,-58.4966715917719,Provincia,9510.0,34.7,219,18,500,164,302.8,0.658,3,0.408,Alto,1,Alto,0.5314,0.2304,0.2383,0.5314
TR-00977,-34.6542551008675,-58.3368069422732,CABA,18366.0,32.0,330,19,400,267,513.0,1.394,1,0.38,Medio,1,Medio,0.2304,0.1168,0.6528,0.6528
TR-00978,-34.8413174989351,-58.4980729090039,Provincia,7852.0,33.3,448,15,500,114,171.4,0.373,1,0.308,Medio,1,Medio,0.0043,0.0667,0.929,0.929
TR-00979,-34.8189420857779,-58.2692524000817,Provincia,11925.0,31.7,223,13,315,203,257.3,0.888,1,0.287,Bajo,0,Bajo,0.0517,0.5862,0.3621,0.5862
TR-00980,-34.6757217308604,-58.3084787468589,Provincia,8666.0,41.1,242,4,250,132,224.2,0.975,0,0.357,Alto,1,Alto,0.7329,0.0558,0.2112,0.7329
TR-00981,-34.8420414026604,-58.5050808725316,Provincia,7712.0,33.4,120,18,400,124,166.4,0.452,0,0.274,Bajo,0,Bajo,0.0036,0.9421,0.0543,0.9421
TR-00982,-34.8270576743045,-58.4931256231174,Provincia,5519.0,38.6,168,14,800,56,105.1,0.143,0,0.299,Bajo,0,Bajo,0.0062,0.8272,0.1666,0.8272
TR-00983,-34.8361939109405,-58.3959397777007,Provincia,7293.0,33.1,116,11,315,132,196.0,0.676,0,0.204,Bajo,0,Bajo,0.0057,0.8642,0.1301,0.8642
TR-00984,-34.7625978398143,-58.3304140126143,Provincia,6444.0,34.5,259,23,500,99,125.0,0.272,2,0.31,Bajo,0,Bajo,0.043,0.7592,0.1978,0.7592
TR-00985,-35.0062736792365,-58.7174446892331,Provincia,4842.0,29.5,454,4,160,98,94.2,0.64,1,0.272,Medio,1,Medio,0.0643,0.0756,0.86,0.86
TR-00986,-34.8129297188677,-58.4150893583201,Provincia,6330.0,32.3,171,26,500,110,141.4,0.307,0,0.316,Bajo,0,Bajo,0.0001,0.9355,0.0644,0.9355
TR-00987,-34.834531185736,-58.4893125837284,Provincia,7795.0,34.4,224,14,315,126,117.2,0.404,0,0.221,Bajo,0,Bajo,0.0206,0.8586,0.1208,0.8586
TR-00988,-34.950510499868,-58.6982851203412,Provincia,4898.0,38.8,161,16,400,86,131.7,0.358,0,0.296,Bajo,0,Bajo,0.0603,0.776,0.1637,0.776
TR-00989,-34.7933431433443,-58.2147964732202,Provincia,4781.0,34.4,186,11,315,106,161.3,0.557,1,0.297,Bajo,0,Bajo,0.0208,0.7416,0.2376,0.7416
TR-00990,-34.9280280588528,-58.6303544180901,Provincia,3119.0,38.1,262,2,250,61,109.0,0.474,1,0.322,Medio,1,Bajo,0.0886,0.4652,0.4463,0.4652
TR-00991,-34.8422169945499,-58.4765348886419,Provincia,8372.0,35.8,550,13,315,92,210.4,0.726,0,0.362,Medio,1,Medio,0.0664,0.0723,0.8613,0.8613
TR-00992,-34.7891696329278,-58.2180896316252,Provincia,8836.0,38.9,444,16,315,148,204.0,0.704,1,0.48,Medio,1,Medio,0.2353,0.046,0.7187,0.7187
TR-00993,-34.7418713509077,-58.2792905893653,Provincia,7895.0,33.5,503,19,400,103,210.1,0.571,1,0.391,Medio,1,Medio,0.0378,0.0612,0.901,0.901
TR-00994,-34.7955040596797,-58.3080683723354,Provincia,10096.0,41.3,374,13,1000,116,240.0,0.261,1,0.429,Medio,1,Medio,0.0707,0.0606,0.8686,0.8686
TR-00995,-34.8169636372144,-58.270492866744,Provincia,7464.0,32.1,223,1,400,92,134.7,0.366,0,0.207,Bajo,0,Bajo,0.0043,0.9577,0.038,0.9577
TR-00996,-34.8208589578904,-58.372118652256,Provincia,8376.0,31.2,208,3,800,136,147.6,0.201,0,0.19,Bajo,0,Bajo,0.0,0.9391,0.0609,0.9391
TR-00997,-34.8380997972346,-58.493975289224,Provincia,8112.0,29.8,171,28,400,123,187.8,0.51,0,0.29,Bajo,0,Bajo,0.0,0.8742,0.1258,0.8742
TR-00998,-34.8303721611866,-58.4445541897289,Provincia,6925.0,41.2,61,6,250,58,120.0,0.522,2,0.423,Medio,1,Medio,0.1061,0.4329,0.461,0.461
TR-00999,-34.695340540614,-58.2487408917054,Provincia,5608.0,36.3,221,24,315,86,134.5,0.464,0,0.397,Medio,1,Medio,0.0196,0.4152,0.5652,0.5652
TR-01000,-34.8313783931275,-58.4382052313736,Provincia,13842.0,32.6,457,7,400,223,213.3,0.58,1,0.364,Medio,1,Medio,0.0192,0.0708,0.91,0.91
